STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
637080,99999, 19900424,   75.9, 7,   64.2, 7, 9999.9, 0, 9999.9, 0,  20.0, 7,   4.1, 7,   9.9, 999.9,   87.3 ,  65.3 , 0.00G,999.9, 000010,
637080,99999, 19900425,   71.7, 7,   65.0, 7, 9999.9, 0, 9999.9, 0,  17.3, 7,   4.7, 7,   9.9, 999.9,   87.3 ,  67.1*, 0.00H,999.9, 010010,
637080,99999, 19900426,   72.1,10,   66.1,10, 9999.9, 0, 9999.9, 0,  11.9,10,   3.8,10,   8.9, 999.9,   80.6 ,  64.4 , 0.31G,999.9, 010010,
637080,99999, 19900427,   70.9,11,   65.0,11, 9999.9, 0, 9999.9, 0,  13.5,11,   4.9,11,   8.9, 999.9,   82.8 ,  65.8 , 0.12G,999.9, 000010,
637080,99999, 19900428,   73.3, 6,   64.4, 6, 9999.9, 0, 9999.9, 0,  20.7, 6,   3.3, 6,   9.9, 999.9,   84.6 ,  65.8 , 0.00G,999.9, 010010,
637080,99999, 19900501,   74.1, 8,   62.6, 8, 9999.9, 0, 9999.9, 0,  21.7, 8,   6.1, 8,   9.9, 999.9,   85.5 ,  62.2 , 0.00C,999.9, 000010,
637080,99999, 19900502,   73.8, 7,   64.6, 7, 9999.9, 0, 9999.9, 0,  18.6, 7,   6.7, 7,  15.9, 999.9,   83.8 ,  64.0*, 0.04G,999.9, 000010,
637080,99999, 19900503,   74.2, 8,   66.4, 8, 9999.9, 0, 9999.9, 0,  21.7, 8,   5.9, 8,  13.0, 999.9,   84.4 ,  63.9 , 0.00G,999.9, 000000,
637080,99999, 19900504,   74.4, 8,   64.2, 8, 9999.9, 0, 9999.9, 0,  23.3, 8,   4.3, 8,   9.9, 999.9,   84.9 ,  61.3 , 0.00D,999.9, 000000,
637080,99999, 19900505,   75.2, 7,   60.5, 7, 9999.9, 0, 9999.9, 0,  22.6, 7,   4.4, 7,   9.9, 999.9,   89.2 ,  64.6 , 0.00D,999.9, 000000,
637080,99999, 19900506,   75.0, 9,   64.2, 9, 9999.9, 0, 9999.9, 0,  20.9, 9,   5.2, 9,  12.0, 999.9,   86.2 ,  62.6 , 0.00D,999.9, 000010,
637080,99999, 19900507,   73.8, 7,   65.2, 7, 9999.9, 0, 9999.9, 0,  20.9, 7,   7.4, 7,  25.1, 999.9,   86.7 ,  63.5 , 0.00H,999.9, 010010,
637080,99999, 19900508,   70.6, 8,   65.8, 8, 9999.9, 0, 9999.9, 0,  22.9, 8,   3.5, 8,   6.0, 999.9,   82.4 ,  64.8*, 0.35G,999.9, 010010,
637080,99999, 19900509,   71.6, 5,   64.7, 5, 9999.9, 0, 9999.9, 0,  21.7, 5,   4.2, 5,  13.0, 999.9,   83.3 ,  64.6 , 0.59G,999.9, 010010,
637080,99999, 19900510,   76.2, 7,   66.6, 7, 9999.9, 0, 9999.9, 0,  24.0, 7,   6.6, 7,  13.0, 999.9,   84.9 ,  65.1 , 0.00G,999.9, 010010,
637080,99999, 19900511,   72.6, 8,   66.3, 8, 9999.9, 0, 9999.9, 0,  18.3, 8,   6.8, 8,  12.0, 999.9,   82.0 ,  66.2 , 0.02G,999.9, 010010,
637080,99999, 19900512,   74.0, 7,   65.3, 7, 9999.9, 0, 9999.9, 0,  22.2, 7,   7.1, 7,   9.9, 999.9,   82.8 ,  64.8 , 0.00G,999.9, 000010,
637080,99999, 19900513,   69.2, 7,   64.7, 7, 9999.9, 0, 9999.9, 0,  22.2, 7,   3.4, 7,  18.1, 999.9,   82.8 ,  63.3 , 0.04G,999.9, 010010,
637080,99999, 19900514,   73.0, 7,   63.8, 7, 9999.9, 0, 9999.9, 0,  23.1, 7,   3.7, 7,   8.9, 999.9,   82.9*,  64.4 , 0.04G,999.9, 000000,
637080,99999, 19900515,   74.5, 7,   63.9, 7, 9999.9, 0, 9999.9, 0,  21.7, 7,   6.1, 7,   9.9, 999.9,   86.4 ,  61.3 , 0.00G,999.9, 000010,
637080,99999, 19900516,   75.0, 7,   61.6, 7, 9999.9, 0, 9999.9, 0,  20.4, 7,   6.7, 7,  13.0, 999.9,   86.0 ,  60.8 , 0.00D,999.9, 000010,
637080,99999, 19900517,   72.2, 8,   63.1, 8, 9999.9, 0, 9999.9, 0,  21.7, 8,   6.2, 8,  13.0, 999.9,   84.6 ,  64.6 , 0.00D,999.9, 000010,
637080,99999, 19900518,   71.9, 9,   63.1, 9, 9999.9, 0, 9999.9, 0,  16.7, 9,   6.0, 9,  16.9, 999.9,   85.6 ,  64.8 , 0.00H,999.9, 010010,
637080,99999, 19900519,   75.1, 8,   62.1, 8, 9999.9, 0, 9999.9, 0,  21.7, 8,   5.0, 8,   9.9, 999.9,   86.9 ,  64.9 , 0.02G,999.9, 000010,
637080,99999, 19900520,   74.0, 8,   59.8, 8, 9999.9, 0, 9999.9, 0,  21.7, 8,   7.0, 8,  14.0, 999.9,   88.9*,  60.8 , 0.00G,999.9, 000010,
637080,99999, 19900521,   73.8, 6,   62.1, 6, 9999.9, 0, 9999.9, 0,  20.7, 6,   5.3, 6,   9.9, 999.9,   86.4 ,  63.3 , 0.00H,999.9, 010010,
637080,99999, 19900522,   73.0, 7,   65.7, 7, 9999.9, 0, 9999.9, 0,  21.3, 7,   4.0, 7,   8.0, 999.9,   84.6 ,  65.3 , 0.63G,999.9, 010010,
637080,99999, 19900523,   70.8, 9,   65.3, 9, 9999.9, 0, 9999.9, 0,  16.2, 8,   3.5, 9,  14.0, 999.9,   79.2*,  66.2*, 0.51G,999.9, 010000,
637080,99999, 19900524,   73.0, 4,   62.8, 4, 9999.9, 0, 9999.9, 0,  21.7, 4,   2.8, 4,   6.0, 999.9,   79.0*,  63.7 , 0.16G,999.9, 000000,
637080,99999, 19900525,   72.9, 8,   63.3, 8, 9999.9, 0, 9999.9, 0,  21.4, 8,   4.0, 8,   9.9, 999.9,   86.7 ,  64.9 , 0.02G,999.9, 010010,
637080,99999, 19900526,   73.6, 8,   64.0, 8, 9999.9, 0, 9999.9, 0,  17.9, 8,   4.7, 8,   8.9, 999.9,   84.2 ,  63.0 , 0.00G,999.9, 010010,
637080,99999, 19900527,   74.3, 7,   63.7, 7, 9999.9, 0, 9999.9, 0,  20.9, 7,   5.0, 7,   8.9, 999.9,   84.4 ,  64.6 , 0.31G,999.9, 000000,
637080,99999, 19900528,   71.7, 5,   60.4, 5, 9999.9, 0, 9999.9, 0,  22.4, 5,   4.8, 5,   9.9, 999.9,   82.4*,  61.5 , 0.00G,999.9, 000000,
637080,99999, 19900603,   76.1, 7,   60.2, 7, 9999.9, 0, 9999.9, 0,   8.6, 6,   6.4, 7,   9.9, 999.9,   86.2 ,  64.4*, 0.00A,999.9, 000010,
637080,99999, 19900604,   66.9, 7,   58.9, 7, 9999.9, 0, 9999.9, 0,  19.1, 7,   2.9, 7,   5.1, 999.9,   85.5 ,  57.9 , 0.00A,999.9, 000000,
637080,99999, 19900605,   70.7, 7,   61.4, 7, 9999.9, 0, 9999.9, 0,  20.4, 7,   4.1, 7,   8.0, 999.9,   86.0 ,  63.7*, 0.00H,999.9, 010010,
637080,99999, 19900606,   70.0, 6,   62.2, 6, 9999.9, 0, 9999.9, 0,  18.6, 6,   4.5, 6,   8.9, 999.9,   86.0 ,  64.4 , 0.28G,999.9, 010000,
637080,99999, 19900607,   70.1, 8,   61.3, 8, 9999.9, 0, 9999.9, 0,  18.1, 8,   5.6, 8,   8.0, 999.9,   82.8 ,  64.4 , 0.35G,999.9, 010010,
637080,99999, 19900608,   73.0, 7,   59.3, 7, 9999.9, 0, 9999.9, 0,  22.2, 7,   6.0, 7,   9.9, 999.9,   83.8 ,  58.5 , 0.02G,999.9, 000000,
637080,99999, 19900609,   72.5, 9,   60.9, 9, 9999.9, 0, 9999.9, 0,  21.5, 9,   5.0, 9,  15.0, 999.9,   82.9 ,  60.8 , 0.00G,999.9, 000010,
637080,99999, 19900610,   72.7, 6,   61.7, 6, 9999.9, 0, 9999.9, 0,  25.4, 6,   5.7, 6,   9.9, 999.9,   82.8*,  59.7 , 0.00D,999.9, 000010,
637080,99999, 19900611,   74.3, 6,   60.3, 6, 9999.9, 0, 9999.9, 0,  23.8, 6,   2.3, 6,   9.9, 999.9,   85.5 ,  61.2 , 0.00D,999.9, 000000,
637080,99999, 19900613,   73.5, 8,   58.5, 8, 9999.9, 0, 9999.9, 0,  20.4, 8,   5.8, 8,  11.1, 999.9,   86.0 ,  59.2 , 0.00H,999.9, 010000,
637080,99999, 19900614,   71.5, 6,   59.4, 6, 9999.9, 0, 9999.9, 0,  20.7, 6,   4.5, 6,  12.0, 999.9,   83.1 ,  59.4 , 0.00G,999.9, 010000,
637080,99999, 19900615,   71.9, 8,   58.0, 8, 9999.9, 0, 9999.9, 0,  20.6, 8,   4.2, 8,   9.9, 999.9,   85.5 ,  58.8 , 0.01G,999.9, 000000,
637080,99999, 19900616,   72.1, 6,   57.3, 6, 9999.9, 0, 9999.9, 0,  22.8, 6,   6.0, 6,  13.0, 999.9,   84.9 ,  56.5 , 0.00G,999.9, 000000,
637080,99999, 19900617,   74.4, 5,   57.2, 5, 9999.9, 0, 9999.9, 0,  23.6, 5,   6.2, 5,   8.9, 999.9,   86.0 ,  57.2 , 0.00C,999.9, 000000,
637080,99999, 19900618,   74.1, 6,   59.0, 6, 9999.9, 0, 9999.9, 0,  24.9, 6,   5.7, 6,  11.1, 999.9,   86.0 ,  59.5 , 0.00D,999.9, 000000,
637080,99999, 19900619,   74.8, 7,   58.8, 6, 9999.9, 0, 9999.9, 0,  25.3, 7,   6.4, 7,  14.0, 999.9,   86.2 ,  65.7*, 0.00D,999.9, 000010,
637080,99999, 19900620,   70.6, 4,   56.8, 4, 9999.9, 0, 9999.9, 0,  21.7, 4,   6.2, 4,   8.9, 999.9,   84.6*,  60.1 , 0.00C,999.9, 000000,
637080,99999, 19900621,   74.2, 4,   60.0, 4, 9999.9, 0, 9999.9, 0,  21.7, 4,   5.0, 4,  41.0, 999.9,   86.4 ,  59.2 , 0.00C,999.9, 000000,
637080,99999, 19900622,   76.3,10,   57.9,10, 9999.9, 0, 9999.9, 0,  17.1,10,   6.3,10,  12.0, 999.9,   88.2 ,  60.1 , 0.00D,999.9, 000000,
637080,99999, 19900623,   78.6, 6,   60.7, 6, 9999.9, 0, 9999.9, 0,  10.9, 6,   9.5, 6,  16.9, 999.9,   84.7*,  66.2*, 0.00B,999.9, 000000,
637080,99999, 19900624,   74.1, 5,   61.6, 5, 9999.9, 0, 9999.9, 0,  18.6, 5,   5.2, 5,   8.0, 999.9,   86.7 ,  60.3 , 0.00B,999.9, 000000,
637080,99999, 19900625,   73.5, 7,   61.0, 7, 9999.9, 0, 9999.9, 0,  14.7, 7,   4.6, 7,   9.9, 999.9,   87.1 ,  61.5 , 0.00D,999.9, 000000,
637080,99999, 19900627,   71.9, 6,   59.8, 6, 9999.9, 0, 9999.9, 0,  18.6, 6,   6.3, 6,  13.0, 999.9,   85.1 ,  60.1 , 0.12G,999.9, 000000,
637080,99999, 19900628,   73.0, 7,   61.4, 7, 9999.9, 0, 9999.9, 0,  17.3, 7,   5.3, 7,  13.0, 999.9,   86.9 ,  61.9 , 0.04G,999.9, 000000,
637080,99999, 19900629,   73.8, 8,   63.3, 8, 9999.9, 0, 9999.9, 0,  12.8, 8,   6.9, 8,  15.9, 999.9,   86.4 ,  62.2 , 0.00G,999.9, 010010,
637080,99999, 19900630,   72.7, 7,   61.6, 7, 9999.9, 0, 9999.9, 0,  10.9, 7,   4.6, 7,   8.9, 999.9,   86.0 ,  62.8 , 0.51G,999.9, 000000,
637080,99999, 19900701,   72.4, 6,   63.0, 6, 9999.9, 0, 9999.9, 0,  17.1, 6,   5.8, 6,  15.0, 999.9,   82.4*,  64.2 , 0.00G,999.9, 010000,
637080,99999, 19900702,   73.2, 7,   59.1, 7, 9999.9, 0, 9999.9, 0,  23.1, 7,   5.4, 7,   9.9, 999.9,   86.9 ,  58.1 , 0.04G,999.9, 000000,
637080,99999, 19900703,   70.5, 9,   60.4, 9, 9999.9, 0, 9999.9, 0,  15.9, 9,   5.0, 9,  14.0, 999.9,   82.6*,  61.5 , 0.00G,999.9, 000000,
637080,99999, 19900704,   70.4,10,   61.5,10, 9999.9, 0, 9999.9, 0,  14.0,10,   6.1,10,   9.9, 999.9,   84.6 ,  61.2 , 0.00C,999.9, 000010,
637080,99999, 19900705,   75.3, 6,   60.6, 6, 9999.9, 0, 9999.9, 0,  12.7, 6,   8.8, 6,  14.0, 999.9,   85.3 ,  62.4 , 0.00A,999.9, 000010,
637080,99999, 19900706,   76.9, 7,   60.5, 7, 9999.9, 0, 9999.9, 0,  13.5, 7,   6.1, 7,  12.0, 999.9,   87.8*,  66.2*, 0.00G,999.9, 000000,
637080,99999, 19900707,   75.5, 9,   58.7, 9, 9999.9, 0, 9999.9, 0,  14.7, 9,   6.9, 9,   9.9, 999.9,   87.8*,  61.2 , 0.00C,999.9, 000000,
637080,99999, 19900709,   71.5, 4,   59.4, 4, 9999.9, 0, 9999.9, 0,  17.9, 4,   6.8, 4,   9.9, 999.9,   85.3 ,  66.2*, 0.00B,999.9, 000000,
637080,99999, 19900710,   74.0, 6,   60.2, 6, 9999.9, 0, 9999.9, 0,  11.2, 6,   7.8, 6,  20.0, 999.9,   86.2 ,  61.2 , 0.00C,999.9, 000000,
637080,99999, 19900711,   75.0,10,   59.8,10, 9999.9, 0, 9999.9, 0,  15.1,10,   5.8,10,  14.0, 999.9,   86.7 ,  61.0 , 0.00D,999.9, 000010,
637080,99999, 19900712,   75.0, 6,   61.8, 6, 9999.9, 0, 9999.9, 0,  23.8, 6,   8.0, 6,  14.0, 999.9,   86.2 ,  62.4 , 0.00H,999.9, 010010,
637080,99999, 19900713,   75.0, 7,   61.0, 7, 9999.9, 0, 9999.9, 0,  17.3, 7,   7.7, 7,  12.0, 999.9,   86.5 ,  62.2*, 0.08G,999.9, 010110,
637080,99999, 19900714,   72.6, 5,   63.0, 5, 9999.9, 0, 9999.9, 0,  12.2, 5,   4.2, 5,   5.1, 999.9,   83.7 ,  62.4 , 1.22G,999.9, 000000,
637080,99999, 19900715,   67.6, 7,   63.3, 7, 9999.9, 0, 9999.9, 0,   9.4, 7,   6.4, 7,  12.0, 999.9,   80.8 ,  63.7 , 0.24G,999.9, 010110,
637080,99999, 19900716,   71.5, 8,   63.1, 8, 9999.9, 0, 9999.9, 0,  17.9, 8,   6.4, 7,  13.0, 999.9,   85.8 ,  62.6 , 0.04G,999.9, 000000,
637080,99999, 19900717,   71.0, 7,   59.8, 7, 9999.9, 0, 9999.9, 0,  24.0, 7,   5.1, 7,   9.9, 999.9,   86.0 ,  60.1 , 0.00G,999.9, 000000,
637080,99999, 19900718,   73.1, 5,   60.3, 5, 9999.9, 0, 9999.9, 0,  24.2, 5,   7.2, 5,  15.0, 999.9,   84.6 ,  60.8 , 0.00G,999.9, 000010,
637080,99999, 19900719,   70.5, 7,   61.4, 6, 9999.9, 0, 9999.9, 0,  21.7, 7,   5.6, 7,  11.1, 999.9,   82.8 ,  60.1 , 0.00C,999.9, 000000,
637080,99999, 19900720,   72.9, 7,   61.1, 7, 9999.9, 0, 9999.9, 0,  19.5, 7,   5.0, 7,   9.9, 999.9,   84.7*,  61.3 , 0.00H,999.9, 010010,
637080,99999, 19900721,   70.1, 7,   62.8, 7, 9999.9, 0, 9999.9, 0,  18.6, 7,   5.6, 7,  15.0, 999.9,   81.3 ,  62.6 , 0.02G,999.9, 000000,
637080,99999, 19900722,   70.2, 9,   58.9, 9, 9999.9, 0, 9999.9, 0,  15.2, 9,   1.9, 9,   8.9, 999.9,   84.9 ,  61.2 , 0.00G,999.9, 000000,
637080,99999, 19900723,   71.0,12,   59.9,12, 9999.9, 0, 9999.9, 0,  13.7,12,   3.5,12,   8.0, 999.9,   82.0 ,  61.2 , 0.00H,999.9, 010000,
637080,99999, 19900724,   74.6, 6,   58.6, 6, 9999.9, 0, 9999.9, 0,  21.7, 6,   5.8, 6,   8.9, 999.9,   84.6 ,  58.3 , 0.08G,999.9, 000000,
637080,99999, 19900725,   69.7,12,   55.8,12, 9999.9, 0, 9999.9, 0,  13.8,12,   6.3,11,  13.0, 999.9,   84.9 ,  57.6 , 0.00G,999.9, 000000,
637080,99999, 19900726,   72.7, 8,   52.0, 8, 9999.9, 0, 9999.9, 0,  17.4, 8,   8.0, 7,  12.0, 999.9,   84.2*,  53.8 , 0.00C,999.9, 000000,
637080,99999, 19900727,   67.7, 6,   53.7, 6, 9999.9, 0, 9999.9, 0,  24.9, 6,   5.4, 6,   9.9, 999.9,   86.0 ,  54.3 , 0.00D,999.9, 000000,
637080,99999, 19900728,   72.7, 6,   57.8, 6, 9999.9, 0, 9999.9, 0,  20.7, 6,   3.8, 6,   9.9, 999.9,   84.9 ,  57.2 , 0.00D,999.9, 000000,
637080,99999, 19900729,   76.4, 6,   55.7, 6, 9999.9, 0, 9999.9, 0,  21.7, 6,   5.1, 6,   9.9, 999.9,   86.4 ,  59.2 , 0.00D,999.9, 000000,
637080,99999, 19900730,   74.5, 6,   54.7, 6, 9999.9, 0, 9999.9, 0,  19.7, 6,   6.2, 6,   8.9, 999.9,   87.3 ,  58.8 , 0.00D,999.9, 000000,
637080,99999, 19900731,   72.3, 8,   55.9, 8, 9999.9, 0, 9999.9, 0,  17.9, 8,   4.0, 8,   8.9, 999.9,   86.5 ,  54.9 , 0.00D,999.9, 000000,
637080,99999, 19900801,   74.0, 7,   59.6, 7, 9999.9, 0, 9999.9, 0,  22.2, 7,   9.3, 7,  18.1, 999.9,   84.6 ,  59.2 , 0.00C,999.9, 000010,
637080,99999, 19900802,   71.8,11,   57.8,11, 9999.9, 0, 9999.9, 0,  13.7,11,   6.7,11,  12.0, 999.9,   87.8 ,  59.0*, 0.01G,999.9, 000010,
637080,99999, 19900803,   70.4, 8,   57.3, 8, 9999.9, 0, 9999.9, 0,  13.4, 8,   3.8, 8,   8.9, 999.9,   85.5*,  59.0*, 0.00G,999.9, 000000,
637080,99999, 19900804,   72.7,15,   61.0,15, 9999.9, 0, 9999.9, 0,  10.1,15,  11.5,15,  35.9, 999.9,   80.6*,  63.3 , 0.02G,999.9, 010010,
637080,99999, 19900805,   72.4, 8,   57.7, 8, 9999.9, 0, 9999.9, 0,  23.3, 8,   5.4, 8,   7.0, 999.9,   85.5 ,  59.0 , 0.16G,999.9, 000010,
637080,99999, 19900806,   71.4, 6,   59.2, 6, 9999.9, 0, 9999.9, 0,  20.7, 6,   7.0, 6,  15.9, 999.9,   82.6 ,  61.5 , 0.00G,999.9, 000010,
637080,99999, 19900807,   71.0, 8,   58.4, 8, 9999.9, 0, 9999.9, 0,  22.9, 8,   5.5, 8,   8.9, 999.9,   85.6 ,  61.2 , 0.04G,999.9, 000000,
637080,99999, 19900808,   69.8, 8,   59.8, 8, 9999.9, 0, 9999.9, 0,  21.0, 8,   4.6, 8,  12.0, 999.9,   86.2 ,  57.9 , 0.00G,999.9, 000000,
637080,99999, 19900809,   74.9, 7,   59.1, 7, 9999.9, 0, 9999.9, 0,  18.6, 7,   6.7, 7,  14.0, 999.9,   85.5 ,  64.8 , 0.00D,999.9, 000000,
637080,99999, 19900810,   72.0, 7,   59.7, 7, 9999.9, 0, 9999.9, 0,  18.6, 7,   6.6, 7,  13.0, 999.9,   85.8 ,  62.4*, 0.02B,999.9, 010010,
637080,99999, 19900811,   73.4, 6,   57.1, 6, 9999.9, 0, 9999.9, 0,  21.7, 6,   8.0, 6,  13.0, 999.9,   86.9 ,  59.7 , 0.16G,999.9, 000010,
637080,99999, 19900812,   71.7, 6,   59.4, 6, 9999.9, 0, 9999.9, 0,  22.8, 6,   4.3, 6,   8.0, 999.9,   86.2 ,  62.1 , 0.00G,999.9, 000010,
637080,99999, 19900813,   70.1, 8,   62.3, 8, 9999.9, 0, 9999.9, 0,  21.0, 8,   2.5, 8,   6.0, 999.9,   83.5 ,  63.5*, 0.12G,999.9, 010000,
637080,99999, 19900814,   71.3, 8,   57.9, 8, 9999.9, 0, 9999.9, 0,  18.6, 8,   5.0, 8,  13.0, 999.9,   84.2 ,  63.1 , 0.04G,999.9, 010000,
637080,99999, 19900815,   73.5, 7,   59.2, 7, 9999.9, 0, 9999.9, 0,  20.4, 7,   7.3, 7,  15.9, 999.9,   83.3*,  61.7 , 0.00G,999.9, 000000,
637080,99999, 19900816,   72.0, 8,   59.7, 8, 9999.9, 0, 9999.9, 0,  22.1, 8,   7.4, 8,  22.0, 999.9,   86.7 ,  60.8 , 0.00H,999.9, 010010,
637080,99999, 19900817,   73.6, 6,   59.9, 6, 9999.9, 0, 9999.9, 0,  21.7, 6,   7.0, 6,  18.1, 999.9,   84.7*,  60.4 , 0.28G,999.9, 000010,
637080,99999, 19900818,   72.9, 6,   59.1, 6, 9999.9, 0, 9999.9, 0,  21.7, 6,   5.6, 5,  16.9, 999.9,   85.6 ,  60.4 , 0.00G,999.9, 000000,
637080,99999, 19900819,   72.3,10,   59.3,10, 9999.9, 0, 9999.9, 0,  16.0, 9,   5.5,10,  12.0, 999.9,   87.3 ,  61.0 , 0.00D,999.9, 000010,
637080,99999, 19900820,   69.2, 5,   62.0, 5, 9999.9, 0, 9999.9, 0,  18.6, 5,   7.6, 5,   9.9, 999.9,   81.0 ,  63.3 , 0.47G,999.9, 010000,
637080,99999, 19900821,   72.1, 8,   62.1, 7, 9999.9, 0, 9999.9, 0,  23.3, 8,   5.8, 8,  15.9, 999.9,   84.6 ,  63.0 , 0.08G,999.9, 010010,
637080,99999, 19900822,   68.7, 6,   62.0, 6, 9999.9, 0, 9999.9, 0,  21.7, 6,   4.5, 6,  12.0, 999.9,   79.2*,  64.0*, 0.08G,999.9, 010000,
637080,99999, 19900823,   75.3, 6,   60.4, 6, 9999.9, 0, 9999.9, 0,  22.8, 6,   4.5, 6,  14.0, 999.9,   86.4 ,  59.0 , 0.24G,999.9, 010010,
637080,99999, 19900824,   72.1, 8,   61.8, 8, 9999.9, 0, 9999.9, 0,  21.7, 8,   4.7, 8,  18.1, 999.9,   82.8 ,  63.7 , 0.00G,999.9, 000010,
637080,99999, 19900825,   73.0, 6,   62.0, 5, 9999.9, 0, 9999.9, 0,  17.6, 6,   3.5, 6,   8.0, 999.9,   86.4 ,  59.9 , 0.75G,999.9, 010000,
637080,99999, 19900826,   72.4, 8,   60.8, 8, 9999.9, 0, 9999.9, 0,  23.3, 8,   5.4, 8,   9.9, 999.9,   85.6*,  63.7 , 0.01G,999.9, 000000,
637080,99999, 19900827,   71.4, 6,   59.8, 6, 9999.9, 0, 9999.9, 0,  19.7, 6,   5.1, 6,   8.9, 999.9,   83.8 ,  59.0 , 0.00G,999.9, 000010,
637080,99999, 19900828,   71.5, 6,   60.3, 6, 9999.9, 0, 9999.9, 0,  19.7, 6,   6.0, 6,   9.9, 999.9,   85.1 ,  60.4 , 0.71G,999.9, 010010,
637080,99999, 19900829,   73.9, 6,   60.9, 6, 9999.9, 0, 9999.9, 0,  18.6, 6,   7.0, 6,  14.0, 999.9,   85.1 ,  62.1 , 0.04G,999.9, 000000,
637080,99999, 19900830,   70.6, 8,   60.8, 8, 9999.9, 0, 9999.9, 0,  20.4, 7,   7.6, 8,  15.0, 999.9,   83.7*,  61.3 , 0.00G,999.9, 010010,
637080,99999, 19900831,   73.0, 6,   63.6, 6, 9999.9, 0, 9999.9, 0,  22.8, 6,   7.3, 6,  18.1, 999.9,   82.4 ,  63.3 , 0.67G,999.9, 000010,
637080,99999, 19900901,   74.6, 5,   60.4, 5, 9999.9, 0, 9999.9, 0,  22.4, 5,   7.0, 5,  11.1, 999.9,   85.6 ,  63.5 , 0.00G,999.9, 000000,
637080,99999, 19900902,   72.7, 7,   61.8, 7, 9999.9, 0, 9999.9, 0,  17.4, 7,   4.6, 7,  12.0, 999.9,   84.2 ,  61.2 , 0.00G,999.9, 000000,
637080,99999, 19900903,   74.0, 8,   61.6, 8, 9999.9, 0, 9999.9, 0,  21.7, 8,   8.5, 8,  15.0, 999.9,   85.3 ,  59.4 , 0.00D,999.9, 000010,
637080,99999, 19900904,   72.4,12,   61.1,12, 9999.9, 0, 9999.9, 0,  16.2,11,   5.9,11,  14.0, 999.9,   87.8 ,  59.5 , 0.00H,999.9, 010010,
637080,99999, 19900905,   72.0,22,   59.0,22, 9999.9, 0, 9999.9, 0,  11.2,22,   6.2,22,  20.0, 999.9,   86.4 ,  61.2 , 0.31G,999.9, 000000,
637080,99999, 19900906,   72.1,14,   57.3,13, 9999.9, 0, 9999.9, 0,  13.6,14,   7.5,13,  29.9, 999.9,   85.5 ,  59.7 , 0.00G,999.9, 000010,
637080,99999, 19900907,   74.5,11,   60.7,11, 9999.9, 0, 9999.9, 0,  17.2,11,   5.8,10,  11.1, 999.9,   87.1 ,  65.1 , 0.00D,999.9, 000010,
637080,99999, 19900908,   72.2, 8,   60.8, 8, 9999.9, 0, 9999.9, 0,  19.4, 8,   4.0, 8,   9.9, 999.9,   87.3 ,  62.4 , 0.00C,999.9, 000010,
637080,99999, 19900909,   71.8, 7,   60.4, 7, 9999.9, 0, 9999.9, 0,  17.8, 7,   5.4, 7,  15.9, 999.9,   86.5 ,  63.1 , 0.00G,999.9, 010010,
637080,99999, 19900910,   75.9, 7,   58.9, 7, 9999.9, 0, 9999.9, 0,  22.2, 7,   6.7, 7,  11.1, 999.9,   88.5 ,  61.2 , 0.00D,999.9, 000000,
637080,99999, 19900911,   75.2, 6,   56.0, 6, 9999.9, 0, 9999.9, 0,  19.7, 6,   5.0, 6,   8.0, 999.9,   88.3 ,  62.8 , 0.00D,999.9, 000010,
637080,99999, 19900912,   73.9, 4,   60.9, 4, 9999.9, 0, 9999.9, 0,  21.0, 4,   5.0, 4,   9.9, 999.9,   88.9 ,  57.4 , 0.00C,999.9, 000000,
637080,99999, 19900913,   75.1, 8,   57.4, 8, 9999.9, 0, 9999.9, 0,  23.3, 8,   5.1, 8,  15.0, 999.9,   89.2 ,  58.6 , 0.00G,999.9, 000000,
637080,99999, 19900914,   74.6, 7,   60.0, 7, 9999.9, 0, 9999.9, 0,  22.2, 7,   4.6, 7,  14.0, 999.9,   88.7 ,  58.6 , 0.00G,999.9, 000000,
637080,99999, 19900915,   77.4, 7,   59.7, 7, 9999.9, 0, 9999.9, 0,  22.2, 7,   7.3, 7,  12.0, 999.9,   90.0 ,  61.5 , 0.00C,999.9, 000000,
637080,99999, 19900916,   77.7, 7,   61.5, 7, 9999.9, 0, 9999.9, 0,  24.0, 7,   7.6, 7,  12.0, 999.9,   89.6 ,  60.4 , 0.00G,999.9, 000000,
637080,99999, 19900917,   74.8, 7,   63.0, 7, 9999.9, 0, 9999.9, 0,  19.7, 7,  10.2, 6,  20.0, 999.9,   86.4 ,  64.8 , 0.00C,999.9, 000010,
637080,99999, 19900918,   69.2, 6,   61.9, 6, 9999.9, 0, 9999.9, 0,  19.7, 6,   6.5, 6,  15.0, 999.9,   83.5 ,  64.8*, 0.51B,999.9, 010010,
637080,99999, 19900919,   73.2, 8,   62.9, 8, 9999.9, 0, 9999.9, 0,  19.0, 8,   2.1, 8,   8.9, 999.9,   84.2 ,  63.9 , 0.04G,999.9, 000000,
637080,99999, 19900920,   75.3, 7,   58.7, 7, 9999.9, 0, 9999.9, 0,  23.5, 7,   5.0, 7,   9.9, 999.9,   90.7 ,  61.2*, 0.00G,999.9, 000000,
637080,99999, 19900921,   74.9, 8,   63.5, 8, 9999.9, 0, 9999.9, 0,  21.0, 8,   5.6, 8,   9.9, 999.9,   86.9 ,  68.2 , 0.00D,999.9, 000010,
